name,x,y,z
Commissure LCC-RCC,39.4315185546875,-168.68084716796875,502.3724060058594
Commissure NCC-RCC,24.79609489440918,-165.91671752929688,491.0796203613281
Commissure LCC-NCC,26.794754028320312,-149.5511474609375,494.59613037109375
Nadir LCS,51.792625427246094,-153.18035888671875,488.5018005371094
Nadir RCS,40.694908142089844,-167.8770751953125,481.5740661621094
Nadir NCS,31.236129760742188,-153.06024169921875,475.9889221191406
Basis of IVT LCC-RCC,49.65353775024414,-164.66729736328125,487.8193054199219
Basis of IVT NCC-RCC,35.23833465576172,-163.2158660888672,477.4924621582031
Basis of IVT LCC-NCC,40.72858428955078,-146.5604248046875,482.79296875
